,cell_name,cell_type_cook,Gender_cook,indegree_cook,outdegree_cook,degree_cook,instrength_cook,outstrength_cook,strength_cook,BC_wei_cook,BC_wei_norm_cook,BC_bin_cook,BC_bin_norm_cook,eccentricity_cook,CC_wei_cook,CC_bin_cook,LE_wei_cook,LE_bin_cook,cell_class,cell_type_wit8,Gender_wit8,indegree_wit8,outdegree_wit8,degree_wit8,instrength_wit8,outstrength_wit8,strength_wit8,BC_wei_wit8,BC_wei_norm_wit8,BC_bin_wit8,BC_bin_norm_wit8,eccentricity_wit8,CC_wei_wit8,CC_bin_wit8,LE_wei_wit8,LE_bin_wit8
10,ASEL,sensory,GS,13,17,30,37,129,166,504.0,0.0064980273845439,339.430988883516,0.0043762536923173,inf,0.0172046839720083,0.26518691588785,0.0302145230344686,0.501947040498442,ASE,Sensory neuron,GS,5,15,20,9,51,60,101.5,0.0031856129558722,115.837664822973,0.003635605574759,inf,0.0144711273267023,0.262032085561497,0.0247923071612879,0.477361853832442
11,ASER,sensory,GS,21,17,38,78,115,193,1634.83333333333,0.0210777614467566,444.836647835025,0.0057352395223824,inf,0.0151767130063665,0.276086956521739,0.0312716054649604,0.57719806763285,ASE,Sensory neuron,GS,11,11,22,28,71,99,133.0,0.0041742514594187,186.443963906038,0.0058516089355984,inf,0.017548392448185,0.251101321585903,0.0347994444474251,0.516336270190896
12,ADFL,sensory,GS,10,20,30,42,136,178,652.0,0.0084061782831799,236.681081526181,0.0030515082324615,inf,0.015347717206324,0.279205607476636,0.0282432143120797,0.577239096573209,ADF,Sensory neuron,GS,7,15,22,20,57,77,100.0,0.0031385349318937,169.187833763816,0.0053100192631917,inf,0.0162015959416704,0.277533039647577,0.0263317775702557,0.495961820851689
13,ADFR,sensory,GS,17,22,39,48,202,250,627.0,0.0080838554962481,543.149614365658,0.0070027798969296,inf,0.0175961562419333,0.312242090784044,0.0326709259777944,0.55121235324145,ADF,Sensory neuron,GS,6,11,17,18,45,63,138.0,0.0043311782060134,92.2264650683493,0.0028945598226209,inf,0.0160456195634073,0.24812030075188,0.0257728443571058,0.43890977443609
14,AFDL,sensory,GS,10,7,17,28,36,64,349.0,0.0044996261055671,132.976140692182,0.0017144496105332,inf,0.0182299537432807,0.481060606060606,0.0274008075834092,0.527777777777778,AFD,Sensory neuron,GS,6,6,12,19,15,34,74.0,0.0023225158496014,45.4865610295732,0.0014276116072303,inf,0.0143573293736186,0.285714285714286,0.0252898013315838,0.561111111111111
15,AFDR,sensory,GS,9,4,13,46,35,81,262.0,0.0033779428070446,32.8419536933512,0.0004234284017089,inf,0.0236280601409652,0.46,0.033058692905592,0.679333333333333,AFD,Sensory neuron,GS,8,2,10,22,12,34,63.0,0.001977277007093,2.75179971988795,8.6366195464439e-05,inf,0.0214249052650846,0.375,0.0277480342356211,0.513257575757576
16,AWCL,sensory,GS,12,14,26,57,67,124,405.0,0.0052216291482942,187.512618362402,0.0024175835894175,inf,0.0196200041958782,0.34012539184953,0.0314225505912694,0.585841170323929,AWC,Sensory neuron,GS,9,15,24,34,60,94,277.5,0.0087094344360052,627.503402983163,0.0196944135014488,inf,0.0164238333404221,0.209259259259259,0.0295570965856981,0.428024691358025
17,AWCR,sensory,GS,14,17,31,62,111,173,1186.0,0.015290993012042,294.278621870577,0.0037941082214303,inf,0.0214182035058327,0.324175824175824,0.0374891066177218,0.586813186813187,AWC,Sensory neuron,GS,12,11,23,71,68,139,2646.0,0.0830456342979097,170.522992922776,0.0053519236997921,inf,0.0301122662109852,0.315040650406504,0.0525432905897242,0.606368563685637
18,ASKL,sensory,GS,9,5,14,50,48,98,246.0,0.0031716562234083,31.3166188139164,0.0004037623941352,inf,0.0331477259419556,0.385057471264368,0.0489921541704885,0.626436781609195,ASK,Sensory neuron,GS,8,12,20,27,43,70,652.5,0.020478940430607,438.830571469571,0.0137728507774016,inf,0.0145724592685546,0.202702702702703,0.023060866754696,0.371126126126126
19,ASKR,sensory,GS,7,12,19,27,55,82,302.0,0.0038936592661354,132.248974964263,0.0017050743271739,inf,0.0143317208286537,0.30952380952381,0.0242802189291071,0.558730158730159,ASK,Sensory neuron,GS,7,12,19,19,60,79,145.0,0.004550875651246,150.321197613566,0.0047178832971428,inf,0.0165249396861903,0.306060606060606,0.0288952093289247,0.568636363636363
20,ASHL,sensory,GS,10,20,30,22,141,163,134.0,0.0017276501379541,294.160957220671,0.003792591181515,inf,0.0168698209768906,0.294871794871795,0.0310015138541011,0.569017094017094,ASH,Sensory neuron,GS,8,23,31,17,83,100,681.666666666667,0.0213943464524094,322.266538756904,0.0101144478926905,inf,0.0093545141316985,0.183695652173913,0.0178986157425154,0.390971790890269
21,ASHR,sensory,GS,18,21,39,40,142,182,1667.0,0.0214924834326088,569.192260310005,0.007338545425724,inf,0.0146245093614668,0.309426229508197,0.0288632056806685,0.565742147922999,ASH,Sensory neuron,GS,6,24,30,10,88,98,173.5,0.0054453581068357,357.351738635497,0.0112156091468049,inf,0.0069388200636349,0.129370629370629,0.0135441746916259,0.279778554778555
22,ADLL,sensory,GS,9,24,33,19,148,167,567.333333333333,0.007314578444771,484.319687306873,0.0062442908551465,inf,0.0123407723506753,0.212237093690249,0.0250449813393575,0.499888463989803,ADL,Sensory neuron,GS,10,21,31,18,98,116,1710.5,0.0536846400100433,659.020408177317,0.0206835857189542,inf,0.0113039748397228,0.186274509803922,0.0206336911255254,0.406517792302106
23,ADLR,sensory,GS,17,26,43,52,155,207,1171.0,0.0150975993398829,818.56235100821,0.0105536519301747,inf,0.0143255195782595,0.265432098765432,0.0289503811956999,0.499701277297074,ADL,Sensory neuron,GS,6,16,22,13,72,85,405.5,0.0127267591488293,175.987439856973,0.0055234272756566,inf,0.0130652882633035,0.177631578947368,0.0200662789772024,0.30109649122807
24,BAGL,sensory,GS,10,19,29,43,78,121,534.0,0.006884814728862,328.643616044575,0.0042371730492325,inf,0.0122696192783462,0.22875,0.0248405261027682,0.529520833333333,BAG,Sensory neuron,GS,14,6,20,47,49,96,593.0,0.0186115121461302,129.524705521184,0.0040651781282149,inf,0.0167296766595515,0.23936170212766,0.029084736986215,0.447517730496454
25,BAGR,sensory,GS,13,11,24,38,75,113,256.0,0.003300585338181,213.838017435667,0.0027569946292729,inf,0.0157448191282367,0.261992619926199,0.029492958965557,0.552152521525215,BAG,Sensory neuron,GS,12,12,24,39,74,113,1377.33333333333,0.0432280877952838,235.595476056534,0.0073942463139957,inf,0.0174952898214241,0.254612546125461,0.0316333196479504,0.508948339483395
26,URXL,sensory,GS,18,25,43,73,93,166,399.0,0.0051442716794306,994.228991243466,0.0128185063722373,inf,0.0104159954230646,0.243834080717489,0.0225237793023902,0.464804526748971,URX,Sensory neuron,GS,10,11,21,31,66,97,1176.33333333333,0.0369196325821773,238.16163108049,0.0074747859858292,inf,0.0125994652001994,0.174757281553398,0.0208264571938404,0.347370550161812
27,URXR,sensory,GS,22,26,48,76,131,207,1089.0,0.0140403805987468,1106.99855652053,0.0142724343946847,inf,0.0093450334061074,0.191756272401434,0.0229507216369083,0.505727299880526,URX,Sensory neuron,GS,9,12,21,25,75,100,1053.5,0.0330644655075011,417.465626838578,0.0131023045269782,inf,0.0107651725047815,0.163414634146341,0.0170071739741334,0.284512195121951
28,ALNL,sensory,GS,4,8,12,14,21,35,0.0,0.0,33.4558678594812,0.0004313435427075,inf,0.01256491532433,0.3125,0.0198120735971611,0.489583333333333,ALN,Sensory neuron,GS,2,6,8,4,18,22,23.0,0.0007218630343355,54.3215576709565,0.0017049010630518,inf,0.0096682269451713,0.211538461538462,0.0113228611347314,0.25
29,ALNR,sensory,GS,9,7,16,23,25,48,0.0,0.0,181.44491880921,0.0023393532762075,inf,0.0106348333554979,0.21304347826087,0.0153781499009152,0.311304347826087,ALN,Sensory neuron,GS,3,6,9,4,18,22,2.0,6.27706986378758e-05,60.4112426226538,0.0018960279525031,inf,0.0071551483965547,0.114285714285714,0.0091656321297414,0.152380952380952
30,PLNL,sensory,GS,4,3,7,27,25,52,332.0,0.0042804466104535,10.9548233557998,0.0001412395677754,inf,0.0361197495201462,0.421052631578947,0.0500059554530421,0.603070175438596,PLN,Sensory neuron,GS,3,3,6,4,18,22,3.0,9.41560479568138e-05,83.2212428711546,0.0026119277782673,inf,0.0146510191723498,0.25,0.0165301669579993,0.285714285714286
31,PLNR,sensory,GS,3,6,9,16,32,48,750.0,0.0096696836079523,36.7888212000541,0.0004743150150854,inf,0.0171327397178458,0.287878787878788,0.0216344622193704,0.348484848484849,PLN,Sensory neuron,GS,1,5,6,3,21,24,109.0,0.0034210030757642,65.1346740608223,0.002044274498174,inf,0.0169305781134413,0.214285714285714,0.0206335413286023,0.267857142857143
32,SDQL,sensory,GS,6,20,26,31,60,91,1069.0,0.0137825223692014,208.538809902752,0.0026886724156513,inf,0.0101889990568887,0.224299065420561,0.0209440654665974,0.491147455867082,SDQ,Sensory neuron,GS,4,9,13,4,13,17,0.0,0.0,37.956176903123,0.0011912678709159,inf,0.0048971379936687,0.155844155844156,0.0060527744769173,0.20021645021645
33,SDQR,sensory,GS,3,13,16,27,102,129,1051.0,0.0135504499626106,183.606677100945,0.0023672246344981,inf,0.0160220703391404,0.19327731092437,0.0271094801808317,0.365546218487395,SDQ,Sensory neuron,GS,2,9,11,2,24,26,3.0,9.41560479568138e-05,28.7984324322967,0.0009038488617254,inf,0.0052086012748594,0.145454545454545,0.0061452854890087,0.178787878787879
34,AQR,sensory,GS,9,19,28,32,84,116,617.0,0.0079549263814754,214.642364257925,0.0027673650016493,inf,0.0179675526688857,0.347708894878706,0.0324830764112797,0.637241689128482,AQR,Sensory neuron,GS,9,19,28,18,74,92,1115.5,0.0350103571652753,368.273369939133,0.0115583883604021,inf,0.0110725357385436,0.17379679144385,0.0172066402107662,0.307499363381716
35,ALML,sensory,GS,12,16,28,20,58,78,199.5,0.0025721358397153,542.145866572517,0.0069898386654871,inf,0.0084016369833692,0.276280323450135,0.0178681952065333,0.425291088222123,ALM,Sensory neuron,GS,4,9,13,6,32,38,204.0,0.0064026112610633,154.549826620213,0.0048506002956566,inf,0.0075636120289671,0.177631578947368,0.0121903072459966,0.323026315789474
36,ALMR,sensory,GS,4,8,12,8,32,40,15.0,0.000193393672159,38.7033611992203,0.0004989990098143,inf,0.005347076405153,0.207692307692308,0.0100559175036189,0.358974358974359,ALM,Sensory neuron,GS,5,9,14,9,30,39,717.0,0.0225032954616785,284.185189063372,0.0089192514300223,inf,0.0071302957648624,0.160919540229885,0.0084402192737305,0.191091954022989
37,AVM,sensory,GS,3,20,23,5,91,96,69.0,0.0008896108919316,117.545901795087,0.0015155089063599,inf,0.0112697968697468,0.215139442231076,0.020493810173314,0.438877822045153,AVM,Sensory neuron,GS,7,12,19,7,45,52,122.833333333333,0.0038551670746762,253.936550644694,0.0079698873468299,inf,0.0113080741673934,0.248484848484848,0.0192458210851401,0.445757575757576
38,FLPL,sensory,GS,7,16,23,25,241,266,407.0,0.0052474149712488,471.930977349698,0.006084564314351,inf,0.0335381045748611,0.258064516129032,0.0458883042920056,0.39801747311828,FLP,Sensory neuron,GS,5,16,21,5,39,44,16.5,0.0005178582637624,241.47005889387,0.0075786221484486,inf,0.0071206439959207,0.181159420289855,0.0095602468353794,0.262882447665056
39,FLPR,sensory,GS,5,17,22,11,170,181,134.0,0.0017276501379541,948.563460161954,0.0122297447224408,inf,0.0325680259822679,0.357456140350877,0.0442777873981128,0.528764619883041,FLP,Sensory neuron,GS,4,10,14,5,27,32,2.0,6.27706986378758e-05,60.0187926182053,0.0018837107720232,inf,0.0112566958104393,0.280898876404494,0.0120435716422094,0.308988764044944
40,DVA,sensory,GS,30,44,74,146,158,304,4104.5,0.0529189551584539,3657.54830443561,0.0471564465129265,inf,0.0057527872677109,0.120401337792642,0.0197738390292029,0.419812956769478,DVA,Modulatory neuron,GS,9,32,41,21,59,80,300.166666666667,0.0094208356872345,756.665045771389,0.0237481967789652,inf,0.0057164650857333,0.123774509803922,0.0107356145927264,0.251158380018674
41,ADEL,sensory,GS,8,36,44,48,131,179,1060.0,0.013666486165906,676.212732586272,0.0087183509010375,inf,0.0078315082094151,0.17199148029819,0.0222928644870521,0.420133667502088,ADE,Modulatory neuron,GS,6,25,31,9,57,66,410.5,0.012883685895424,459.327918789175,0.014416167183139,inf,0.0044785783884192,0.107142857142857,0.0117671030762453,0.302984428390273
42,ADER,sensory,GS,11,25,36,36,85,121,455.5,0.0058727211778963,651.888001895421,0.0084047343015319,inf,0.0091189727039244,0.202093397745572,0.0198413522058435,0.474559082892416,ADE,Modulatory neuron,GS,6,29,35,12,62,74,579.5,0.0181878099303245,797.947911638455,0.0250438739450899,inf,0.0043635082925385,0.102542372881356,0.0098521630216111,0.237683615819209
43,IL2DL,sensory,GS,3,14,17,4,87,91,0.0,0.0,104.205402687773,0.0013435110323067,inf,0.015722173416271,0.294776119402985,0.0224250714085701,0.362980769230769,IL2,Sensory neuron,GS,2,13,15,2,71,73,13.0,0.0004080095411461,51.9779244423495,0.0016313453154965,inf,0.0088456832951671,0.120192307692308,0.0121102287365002,0.174278846153846
44,IL2DR,sensory,GS,1,12,13,5,115,120,7.0,9.02503803408886e-05,13.9889413894001,0.0001803581829942,inf,0.0176457124082053,0.227272727272727,0.0232286273773809,0.321969696969697,IL2,Sensory neuron,GS,0,11,11,0,51,51,0.0,0.0,0.0,0.0,2.90833333333333,0.0084195528793733,0.1,0.0084195528793733,0.1
45,IL2L,sensory,GS,9,12,21,15,102,117,95.0,0.0012248265903406,277.734437430616,0.0035808055159822,inf,0.0111273008176152,0.195121951219512,0.0204870485711828,0.373252032520325,IL2,Sensory neuron,GS,7,14,21,14,36,50,727.5,0.0228328416295273,399.692822430542,0.0125444988522548,inf,0.0048939069500227,0.112745098039216,0.008365861269078,0.207720588235294
46,IL2R,sensory,GS,6,15,21,11,87,98,14.0,0.0001805007606817,176.929674994336,0.002281138637404,inf,0.0110713536758786,0.273170731707317,0.0200705948023428,0.49130081300813,IL2,Sensory neuron,GS,6,14,20,16,41,57,713.5,0.0223934467390622,156.190981425949,0.0049021085125211,inf,0.0069034771546481,0.151351351351351,0.0118277392264093,0.268153153153153
47,IL2VL,sensory,GS,1,12,13,4,103,107,11.0,0.0001418220262499,20.788699708037,0.0002680268650632,inf,0.0236532592323334,0.279220779220779,0.035347202116446,0.511580086580087,IL2,Sensory neuron,GS,1,11,12,1,51,52,0.0,0.0,7.86427870225824,0.0002468231342118,inf,0.0074582582192332,0.106060606060606,0.0085444698046237,0.132575757575758
48,IL2VR,sensory,GS,5,14,19,14,150,164,107.0,0.0013795415280678,185.590965772595,0.002392807892687,inf,0.0213165351749647,0.261904761904762,0.0347547156199881,0.487251984126984,IL2,Sensory neuron,GS,2,14,16,2,57,59,1.0,3.13853493189379e-05,32.2381519831724,0.0010118056613888,inf,0.0094493474803635,0.184873949579832,0.0159339755391357,0.313375350140056
49,CEPDL,sensory,GS,19,26,45,40,175,215,930.0,0.0119904076738609,1868.35487163365,0.0240885339680985,inf,0.0070676235998471,0.143660531697342,0.0193714810813454,0.400342048884994,CEP,Modulatory neuron,GS,13,16,29,32,57,89,1557.0,0.0488669888895863,561.591122573675,0.0176257335563893,inf,0.0095910951158598,0.169172932330827,0.0205253119516238,0.400187969924812
50,CEPDR,sensory,GS,13,23,36,29,147,176,841.0,0.0108429385523839,500.290436408686,0.0064502003095418,inf,0.0133574252673317,0.256019261637239,0.0263495646840714,0.501081081081081,CEP,Modulatory neuron,GS,6,23,29,20,79,99,932.0,0.0292511455652501,555.028499345899,0.0174197633339369,inf,0.0067669413434435,0.101990049751244,0.0141547567139512,0.252908078654347
51,CEPVL,sensory,GS,13,21,34,44,138,182,832.0,0.0107269023490885,553.433059465064,0.0071353634442776,inf,0.0125990505396713,0.203435804701627,0.028650251724584,0.498191681735986,CEP,Modulatory neuron,GS,16,20,36,32,61,93,2508.0,0.0787144560918963,819.38767000117,0.0257167682506174,inf,0.0068617322927932,0.130016051364366,0.0125839631855365,0.259818084537186
52,CEPVR,sensory,GS,19,21,40,58,122,180,2278.0,0.0293700523452206,592.825816080226,0.0076432507681625,inf,0.0075361757550391,0.153548387096774,0.0186862485554698,0.404543778801843,CEP,Modulatory neuron,GS,13,21,34,30,67,97,1849.0,0.0580315108907162,963.453933876953,0.0302383382674331,inf,0.0053173753995201,0.104129263913824,0.0102475293912332,0.205071813285458
53,URYDL,sensory,GS,8,11,19,23,65,88,0.0,0.0,145.577849394201,0.0018769223252907,inf,0.0145849590770856,0.22289156626506,0.0265511297065979,0.45281124497992,URY,Sensory neuron,GS,5,14,19,6,56,62,267.0,0.0083798882681564,421.315663322646,0.0132231392669213,inf,0.009621697383411,0.154761904761905,0.0134923401769358,0.225694444444444
54,URYDR,sensory,GS,5,14,19,9,62,71,0.0,0.0,248.495302605528,0.0032038279390104,inf,0.0121034314206539,0.254437869822485,0.0198191184435607,0.456755424063116,URY,Sensory neuron,GS,6,9,15,8,43,51,28.0,0.0008787897809302,285.821993597646,0.0089706231120973,inf,0.0112396961658038,0.16504854368932,0.015203805020562,0.243932038834951
55,URYVL,sensory,GS,3,20,23,10,128,138,117.0,0.0015084706428405,84.0205174257657,0.0010832690934448,inf,0.017857161652037,0.242,0.0309350025844409,0.461333333333333,URY,Sensory neuron,GS,8,12,20,12,54,66,14.0,0.0004393948904651,108.026449022436,0.0033904478382535,inf,0.0122358833350884,0.192513368983957,0.0185614773049712,0.326069518716578
56,URYVR,sensory,GS,9,16,25,20,138,158,0.0,0.0,329.329950352295,0.0042460218967057,inf,0.0121195462043018,0.181818181818182,0.0247149691492918,0.426732269787825,URY,Sensory neuron,GS,7,15,22,9,47,56,16.0,0.000502165589103,134.514370062471,0.0042217804928275,inf,0.0050489495858157,0.1,0.0080473618212511,0.167753623188406
57,OLLL,sensory,GS,11,16,27,44,174,218,1272.0,0.0163997833990872,416.46782782402,0.0053694828372659,inf,0.0240796910272621,0.322674418604651,0.0431653499705084,0.478968253968254,OLL,Sensory neuron,GS,9,18,27,30,117,147,1399.0,0.0439081036971941,269.073742992244,0.0084449734163656,inf,0.0128428625424045,0.178260869565217,0.0244484589486355,0.39494708994709
58,OLLR,sensory,GS,19,21,40,63,159,222,1258.0,0.0162192826384054,683.434198800145,0.008811456625669,inf,0.0133801473141736,0.256827048114434,0.0262472607808411,0.464357864357864,OLL,Sensory neuron,GS,6,14,20,33,115,148,1744.0,0.0547360492122277,244.480921731424,0.0076731191303566,inf,0.01745178983035,0.203208556149733,0.0292402043816375,0.374955436720143
59,OLQDL,sensory,GS,5,10,15,62,40,102,13.0,0.0001676078492045,52.8145360726312,0.0006809331382975,inf,0.0121646184018628,0.191176470588235,0.0217880956483417,0.370296451914099,OLQ,Sensory neuron,GS,5,12,17,23,26,49,362.0,0.0113614964534555,240.701194896506,0.0075544910833125,inf,0.0092669687252383,0.200757575757576,0.0161005175870645,0.364583333333333
60,OLQDR,sensory,GS,10,8,18,49,28,77,15.0,0.000193393672159,80.6803247810832,0.0010402042853598,inf,0.0108998090106265,0.220394736842105,0.019879859636264,0.426315789473684,OLQ,Sensory neuron,GS,6,8,14,24,17,41,319.0,0.0100119264327412,113.400333987226,0.0035591090950733,inf,0.007149187529088,0.138888888888889,0.0118505266388942,0.242592592592593
61,OLQVL,sensory,GS,13,8,21,80,45,125,12.0,0.0001547149377272,214.610872835855,0.0027669589855322,inf,0.0115120249652683,0.193236714975845,0.0234244687765093,0.422705314009662,OLQ,Sensory neuron,GS,8,8,16,22,19,41,521.5,0.0163674596698261,161.466738243682,0.0050676899831674,inf,0.0048772990994957,0.126050420168067,0.0065626129263046,0.171918767507003
62,OLQVR,sensory,GS,12,8,20,70,80,150,3019.0,0.0389236997498775,103.758410511567,0.0013377480017478,inf,0.0152582465243026,0.209677419354839,0.0299904048723255,0.445250896057348,OLQ,Sensory neuron,GS,8,8,16,28,22,50,303.5,0.0095254535182976,187.912250271433,0.0058976916160766,inf,0.008387129023501,0.175213675213675,0.0130369558235966,0.281410256410256
63,IL1DL,sensory,GS,6,6,12,56,29,85,567.0,0.0073102808076119,75.8738867203723,0.0009782353049221,inf,0.0225458587921663,0.2578125,0.0251339845805494,0.309895833333333,IL1,Motor neuron,GS,6,8,14,25,19,44,334.0,0.0104827066725253,194.70789946648,0.0061109754399121,inf,0.0149893198859321,0.224719101123595,0.0255430522131872,0.427996254681648
64,IL1DR,sensory,GS,11,10,21,64,95,159,867.0,0.0111781542507929,480.239112984367,0.00619168037163,inf,0.0250068198026976,0.396039603960396,0.044001456068101,0.475711382113821,IL1,Motor neuron,GS,8,5,13,32,21,53,269.0,0.0084426589667943,59.8668755992895,0.0018789428033171,inf,0.0166263230673557,0.203947368421053,0.0199668568467155,0.25219298245614
65,IL1L,sensory,GS,9,12,21,33,76,109,277.0,0.0035713364792037,325.688463769549,0.0041990725325487,inf,0.0146942475547637,0.278325123152709,0.025797817556388,0.488136288998358,IL1,Motor neuron,GS,10,8,18,12,16,28,0.0,0.0,85.1854136192956,0.0026735739633198,inf,0.0095592847898154,0.230263157894737,0.0151313193270972,0.379111842105263
66,IL1R,sensory,GS,14,12,26,36,77,113,1236.0,0.0159356385859055,247.237063923621,0.0031876055790673,inf,0.0139168759225053,0.2609375,0.0278319144446726,0.562083333333333,IL1,Motor neuron,GS,12,12,24,21,24,45,178.0,0.0055865921787709,689.710135274498,0.0216467935244021,inf,0.0093604242730221,0.195970695970696,0.0195757518705692,0.44212308855166
67,IL1VL,sensory,GS,7,10,17,60,66,126,90.0,0.0011603620329542,118.733599499554,0.0015308217877253,inf,0.0307882333337291,0.390977443609023,0.0452081542082198,0.509708737864078,IL1,Motor neuron,GS,7,6,13,22,18,40,166.5,0.0052256606616031,110.436479575082,0.0034660874890177,inf,0.0120788383715712,0.177631578947368,0.0140892930864245,0.221491228070175
68,IL1VR,sensory,GS,8,8,16,63,77,140,357.0,0.0046027693973853,76.6127463305901,0.0009877613564708,inf,0.0276217007090351,0.310344827586207,0.0449276292683675,0.557471264367816,IL1,Motor neuron,GS,9,3,12,22,7,29,9.0,0.0002824681438704,27.5788843751797,0.0008655729199416,inf,0.0130475447239957,0.234848484848485,0.0167358299594713,0.313131313131313
69,AINL,interneuron,GS,7,13,20,8,45,53,89.0,0.001147469121477,258.079670609388,0.0033273983472497,inf,0.0055005345619187,0.165775401069519,0.0104002595177638,0.306932773109244,AIN,Interneuron,GS,3,14,17,3,41,44,2.0,6.27706986378758e-05,124.385739729262,0.0039038898916973,inf,0.0096354765824626,0.17910447761194,0.01657323574019,0.32089552238806
70,AINR,interneuron,GS,4,18,22,7,53,60,0.0,0.0,135.415598386639,0.0017459013226404,inf,0.0087990536168615,0.275330396475771,0.0162735229275722,0.336936592818946,AIN,Interneuron,GS,6,12,18,9,33,42,67.6666666666667,0.0021237419705814,277.395658326265,0.0087061596361265,inf,0.0064606293103077,0.125827814569536,0.0122094605398594,0.252152317880795
71,AIML,interneuron,GS,8,18,26,20,59,79,623.0,0.008032283850339,356.576127370642,0.0045973044450973,inf,0.0089964628252662,0.233438485804416,0.018169169595302,0.508964248159832,AIM,Modulatory neuron,GS,5,15,20,8,41,49,472.0,0.0148138848785387,390.959518851586,0.0122704010687209,inf,0.0082495232314979,0.163101604278075,0.0154782395434135,0.350311942959002
