,cell_name,cell_type_herm,Gender_herm,indegree_herm,outdegree_herm,degree_herm,instrength_herm,outstrength_herm,strength_herm,BC_wei_herm,BC_wei_norm_herm,BC_bin_herm,BC_bin_norm_herm,eccentricity_herm,CC_wei_herm,CC_bin_herm,LE_wei_herm,LE_bin_herm,cell_type_male,Gender_male,indegree_male,outdegree_male,degree_male,instrength_male,outstrength_male,strength_male,BC_wei_male,BC_wei_norm_male,BC_bin_male,BC_bin_norm_male,eccentricity_male,CC_wei_male,CC_bin_male,LE_wei_male,LE_bin_male
35,ALML,sensory,GS,12,16,28,20,58,78,199.5,0.0025721358397153,542.145866572517,0.0069898386654871,inf,0.0084016369833692,0.276280323450135,0.0178681952065333,0.425291088222123,sensory,GS,3,5,8,7,68,75,615.0,0.0048390142573883,628.689742574907,0.0049467294760874,inf,0.0026702074309091,0.12962962962963,0.0030694596019105,0.157407407407407
36,ALMR,sensory,GS,4,8,12,8,32,40,15.0,0.000193393672159,38.7033611992203,0.0004989990098143,inf,0.005347076405153,0.207692307692308,0.0100559175036189,0.358974358974359,sensory,GS,5,6,11,21,62,83,387.0,0.0030450382400151,614.047851554736,0.00483152245267,inf,0.003369045290983,0.10377358490566,0.0027898104995045,0.0943396226415094
37,AVM,sensory,GS,3,20,23,5,91,96,69.0,0.0008896108919316,117.545901795087,0.0015155089063599,inf,0.0112697968697468,0.215139442231076,0.020493810173314,0.438877822045153,sensory,GS,2,13,15,6,66,72,106.0,0.0008340414817612,212.403332952225,0.0016712565145896,inf,0.0049030214638102,0.221153846153846,0.0069073142651624,0.338141025641026
38,PVM,sensory,GS,5,9,14,13,49,62,4.0,5.15716459090792e-05,46.3145243290348,0.0005971290622861,inf,0.0280533007494981,0.591954022988506,0.0332734207620021,0.677248677248677,sensory,GS,4,5,9,7,31,38,0.0,0.0,31.3377308849622,0.0002465751651163,inf,0.0144945336619891,0.787878787878788,0.0150069843658346,0.763157894736842
39,PLML,sensory,GS,0,7,7,0,64,64,0.0,0.0,0.0,0.0,inf,0.0357106284279632,0.404761904761905,0.0554684618815348,0.615079365079365,sensory,GS,3,7,10,5,63,68,3032.5,0.0238606678626507,405.109569789469,0.00318753005531,inf,0.0079809114584949,0.322222222222222,0.012424051689736,0.538888888888889
40,PLMR,sensory,GS,0,7,7,0,68,68,0.0,0.0,0.0,0.0,inf,0.0464288663937593,0.5,0.068550647517537,0.73015873015873,sensory,GS,1,8,9,1,69,70,0.0,0.0,91.9551035699465,0.0007235318003489,inf,0.0105766970884154,0.319444444444444,0.0135901033893765,0.420138888888889
41,FLPL,sensory,GS,7,16,23,25,241,266,407.0,0.0052474149712488,471.930977349698,0.006084564314351,inf,0.0335381045748611,0.258064516129032,0.0458883042920056,0.39801747311828,sensory,GS,2,14,16,16,138,154,230.0,0.0018097126491045,101.407582979935,0.0007979068940604,inf,0.008974139632669,0.197478991596639,0.0135174382705168,0.296008403361345
42,FLPR,sensory,GS,5,17,22,11,170,181,134.0,0.0017276501379541,948.563460161954,0.0122297447224408,inf,0.0325680259822679,0.357456140350877,0.0442777873981128,0.528764619883041,sensory,GS,4,8,12,15,47,62,0.0,0.0,309.351379130002,0.0024340743644761,inf,0.0113045896027254,0.444444444444444,0.0143409411234124,0.333333333333333
43,DVA,sensory,GS,30,44,74,146,158,304,4104.5,0.0529189551584539,3657.54830443561,0.0471564465129265,inf,0.0057527872677109,0.120401337792642,0.0197738390292029,0.419812956769478,sensory,GS,21,26,47,164,155,319,12956.0,0.101941900355648,6000.87792741736,0.0472168030042596,inf,0.0030586401621681,0.135009310986965,0.0091608170881152,0.250550730886097
44,PVDL,sensory,GS,7,12,19,85,119,204,350.0,0.0045125190170444,391.899156840205,0.0050527211371574,inf,0.0278839162545185,0.291666666666667,0.0410724978149471,0.448859126984127,sensory,GS,8,13,21,84,128,212,132.0,0.0010386176942687,368.80586006813,0.0029018810001269,inf,0.0078149402254384,0.237864077669903,0.0135368758083689,0.479813915857605
45,PVDR,sensory,GS,5,12,17,92,120,212,547.0,0.0070524225780665,146.856949314495,0.0018934136473336,inf,0.033278582031587,0.305970149253731,0.0513571004058884,0.51181592039801,sensory,GS,7,12,19,98,119,217,266.0,0.0020929720202687,506.775526559455,0.0039874699159621,inf,0.0099938820825445,0.233727810650888,0.0165580672635913,0.434418145956608
46,ADEL,sensory,GS,8,36,44,48,131,179,1060.0,0.013666486165906,676.212732586272,0.0087183509010375,inf,0.0078315082094151,0.17199148029819,0.0222928644870521,0.420133667502088,sensory,GS,3,10,13,9,43,52,309.0,0.0024313096024926,873.372226917085,0.006871968549689,inf,0.0034570524546864,0.197368421052632,0.0051558484964393,0.254385964912281
47,ADER,sensory,GS,11,25,36,36,85,121,455.5,0.0058727211778963,651.888001895421,0.0084047343015319,inf,0.0091189727039244,0.202093397745572,0.0198413522058435,0.474559082892416,sensory,GS,2,6,8,3,27,30,0.0,0.0,49.51269220992,0.0003895815016674,inf,0.003351170644889,0.192307692307692,0.0032520429684417,0.173076923076923
48,PDEL,sensory,GS,8,5,13,53,21,74,385.0,0.0049637709187488,125.481711438294,0.0016178245975902,inf,0.0242637834498221,0.48,0.0315926135570876,0.635555555555556,sensory,GS,7,7,14,44,44,88,342.5,0.0026948981839927,183.435243737127,0.0014433264386202,inf,0.0070365326964624,0.292134831460674,0.0084024284899806,0.368913857677903
49,PDER,sensory,GS,8,6,14,46,21,67,90.0,0.0011603620329542,98.620305208397,0.0012715028649131,inf,0.0140772786647357,0.337078651685393,0.0197782508142028,0.452247191011236,sensory,GS,7,12,19,37,63,100,2489.0,0.0195842381896579,1133.21622755565,0.0089165032225132,inf,0.005612499560459,0.282738095238095,0.0086725730772732,0.355721393034826
50,PHAL,sensory,GS,2,11,13,14,60,74,408.0,0.005260307882726,166.869579963694,0.0021514347227211,inf,0.0187690804598556,0.342105263157895,0.0225112753224894,0.441008771929825,sensory,GS,8,16,24,37,281,318,161.0,0.0012667988543732,247.284636896347,0.0019457136318285,inf,0.0125658452278271,0.246323529411765,0.0213413661091046,0.480545343137255
51,PHAR,sensory,GS,3,12,15,16,52,68,102.0,0.0013150769706815,40.1649574725097,0.0005178432411813,inf,0.0125575823998327,0.245192307692308,0.0196508563739298,0.416105769230769,sensory,GS,5,27,32,29,318,347,141.0,0.0011094325370597,133.615971850539,0.0010513326712187,inf,0.010575448064306,0.260162601626016,0.0202460844159474,0.527388211382114
52,PHBL,sensory,GS,5,11,16,17,172,189,238.0,0.0030685129315902,219.631371174495,0.0028316878261841,inf,0.0421516306659556,0.411764705882353,0.0558548911909855,0.605042016806723,sensory,GS,7,19,26,22,166,188,5.0,3.93415793283606e-05,110.192382288829,0.0008670284698394,inf,0.0117543815102517,0.3234375,0.0195145791737837,0.580052083333333
53,PHBR,sensory,GS,3,10,13,22,153,175,328.0,0.0042288749645444,25.0597453628831,0.0003230930786065,inf,0.0615817754112694,0.415584415584416,0.0809719913126643,0.633549783549784,sensory,GS,8,21,29,59,149,208,838.0,0.0065936486954332,542.00126564224,0.0042646371576672,inf,0.0117877041647138,0.322055137844612,0.0195541742030978,0.573308270676692
54,PHCL,sensory,GS,3,10,13,7,39,46,2.0,2.57858229545396e-05,81.0377467054458,0.0010448124945907,inf,0.0145410696396779,0.272727272727273,0.0227585145835145,0.47521645021645,sensory,GS,27,32,59,536,383,919,6753.0,0.0531347370408838,1008.79338441501,0.0079375049917776,inf,0.0140643247656791,0.268731563421829,0.0275148275931577,0.519476069997892
55,PHCR,sensory,GS,3,9,12,6,96,102,280.5,0.0036164616693741,364.895805104529,0.0047045693136397,inf,0.019701365697837,0.2890625,0.0286462344512566,0.426432291666667,sensory,GS,24,25,49,484,386,870,2869.0,0.0225741982186133,486.721705678178,0.0038296801189546,inf,0.0176660386617542,0.298366294067068,0.031109416321746,0.600444253367727
56,IL2DL,sensory,GS,3,14,17,4,87,91,0.0,0.0,104.205402687773,0.0013435110323067,inf,0.015722173416271,0.294776119402985,0.0224250714085701,0.362980769230769,sensory,GS,2,4,6,3,26,29,343.0,0.0026988323419255,354.38328732814,0.002788399642213,inf,0.0040368924935948,0.166666666666667,0.0039420006812175,0.15
57,IL2DR,sensory,GS,1,12,13,5,115,120,7.0,9.02503803408886e-05,13.9889413894001,0.0001803581829942,inf,0.0176457124082053,0.227272727272727,0.0232286273773809,0.321969696969697,sensory,GS,0,11,11,0,44,44,0.0,0.0,0.0,0.0,inf,0.0033975225928432,0.109090909090909,0.0032107182010828,0.0909090909090909
58,IL2L,sensory,GS,9,12,21,15,102,117,95.0,0.0012248265903406,277.734437430616,0.0035808055159822,inf,0.0111273008176152,0.195121951219512,0.0204870485711828,0.373252032520325,sensory,GS,5,8,13,33,108,141,9090.0,0.0715229912189595,1076.90231308781,0.0084734075558478,inf,0.0055758885752002,0.143835616438356,0.0032147813521447,0.089041095890411
59,IL2R,sensory,GS,6,15,21,11,87,98,14.0,0.0001805007606817,176.929674994336,0.002281138637404,inf,0.0110713536758786,0.273170731707317,0.0200705948023428,0.49130081300813,sensory,GS,5,13,18,34,108,142,1523.0,0.0119834450634186,1006.11021015323,0.0079163929291633,inf,0.0071515266976999,0.161073825503356,0.0081846689144213,0.198545861297539
60,IL2VL,sensory,GS,1,12,13,4,103,107,11.0,0.0001418220262499,20.788699708037,0.0002680268650632,inf,0.0236532592323334,0.279220779220779,0.035347202116446,0.511580086580087,sensory,GS,3,10,13,5,110,115,0.0,0.0,209.176687159213,0.0016458682463035,inf,0.0057044275088048,0.181818181818182,0.0070919728864659,0.229437229437229
61,IL2VR,sensory,GS,5,14,19,14,150,164,107.0,0.0013795415280678,185.590965772595,0.002392807892687,inf,0.0213165351749647,0.261904761904762,0.0347547156199881,0.487251984126984,sensory,GS,3,8,11,10,115,125,414.0,0.0032574827683882,241.80664225898,0.0019026110397112,inf,0.011313294614613,0.254716981132075,0.0119679242479935,0.254716981132075
62,CEPDL,sensory,GS,19,26,45,40,175,215,930.0,0.0119904076738609,1868.35487163365,0.0240885339680985,inf,0.0070676235998471,0.143660531697342,0.0193714810813454,0.400342048884994,sensory,GS,10,13,23,76,99,175,1318.5,0.0103743744688887,1502.0935232843,0.0118189463009812,inf,0.0041460434171797,0.120481927710843,0.0072604611626349,0.231492637215529
63,CEPDR,sensory,GS,13,23,36,29,147,176,841.0,0.0108429385523839,500.290436408686,0.0064502003095418,inf,0.0133574252673317,0.256019261637239,0.0263495646840714,0.501081081081081,sensory,GS,9,10,19,73,97,170,1593.0,0.0125342271740157,1232.42587234711,0.0096971160446535,inf,0.0032482806038836,0.0833333333333333,0.0037702227798865,0.103670634920635
64,CEPVL,sensory,GS,13,21,34,44,138,182,832.0,0.0107269023490885,553.433059465064,0.0071353634442776,inf,0.0125990505396713,0.203435804701627,0.028650251724584,0.498191681735986,sensory,GS,7,13,20,31,136,167,1228.0,0.0096622918830453,1235.01905077647,0.0097175199916318,inf,0.0024939719990578,0.0802139037433155,0.0034767510109719,0.10873440285205
65,CEPVR,sensory,GS,19,21,40,58,122,180,2278.0,0.0293700523452206,592.825816080226,0.0076432507681625,inf,0.0075361757550391,0.153548387096774,0.0186862485554698,0.404543778801843,sensory,GS,12,22,34,50,234,284,1404.0,0.0110471154754036,2463.95927093429,0.0193872098238621,inf,0.0039064434598948,0.11913357400722,0.0083720124550103,0.252159618359979
66,URYDR,sensory,GS,5,14,19,9,62,71,0.0,0.0,248.495302605528,0.0032038279390104,inf,0.0121034314206539,0.254437869822485,0.0198191184435607,0.456755424063116,sensory,GS,3,0,3,9,0,9,0.0,0.0,0.0,0.0,inf,0.0045029920862695,0.166666666666667,0.0,0.0
67,URYVL,sensory,GS,3,20,23,10,128,138,117.0,0.0015084706428405,84.0205174257657,0.0010832690934448,inf,0.017857161652037,0.242,0.0309350025844409,0.461333333333333,sensory,GS,1,1,2,2,1,3,0.0,0.0,2.06349206349206,1.62362073418631e-05,inf,0.0,0.0,0.0,0.0
68,URYVR,sensory,GS,9,16,25,20,138,158,0.0,0.0,329.329950352295,0.0042460218967057,inf,0.0121195462043018,0.181818181818182,0.0247149691492918,0.426732269787825,sensory,GS,1,0,1,1,0,1,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0
69,OLLL,sensory,GS,11,16,27,44,174,218,1272.0,0.0163997833990872,416.46782782402,0.0053694828372659,inf,0.0240796910272621,0.322674418604651,0.0431653499705084,0.478968253968254,sensory,GS,1,12,13,4,129,133,340.0,0.0026752273943285,51.6480746721179,0.000406383365374,inf,0.0053631984328258,0.141025641025641,0.0081796898419593,0.219978632478633
70,OLLR,sensory,GS,19,21,40,63,159,222,1258.0,0.0162192826384054,683.434198800145,0.008811456625669,inf,0.0133801473141736,0.256827048114434,0.0262472607808411,0.464357864357864,sensory,GS,3,12,15,31,148,179,72.0,0.0005665187423283,72.7992103145007,0.0005728071815259,inf,0.0109466478166307,0.206730769230769,0.0145243436732408,0.358653846153846
71,OLQDL,sensory,GS,5,10,15,62,40,102,13.0,0.0001676078492045,52.8145360726312,0.0006809331382975,inf,0.0121646184018628,0.191176470588235,0.0217880956483417,0.370296451914099,sensory,GS,6,8,14,69,50,119,847.0,0.0066644635382242,592.35726668376,0.0046608540795939,inf,0.0151933467389963,0.369318181818182,0.0216926305507199,0.283854166666667
72,OLQDR,sensory,GS,10,8,18,49,28,77,15.0,0.000193393672159,80.6803247810832,0.0010402042853598,inf,0.0108998090106265,0.220394736842105,0.019879859636264,0.426315789473684,sensory,GS,4,10,14,79,83,162,651.0,0.0051222736285525,72.9179196340301,0.0005737412239482,inf,0.0114128569988984,0.227272727272727,0.015654046703563,0.283143939393939
73,OLQVL,sensory,GS,13,8,21,80,45,125,12.0,0.0001547149377272,214.610872835855,0.0027669589855322,inf,0.0115120249652683,0.193236714975845,0.0234244687765093,0.422705314009662,sensory,GS,8,7,15,65,86,151,2149.0,0.0169090107953294,809.311685065442,0.0063679199718742,inf,0.0035605364721334,0.133663366336634,0.0057478072059571,0.194719471947195
74,OLQVR,sensory,GS,12,8,20,70,80,150,3019.0,0.0389236997498775,103.758410511567,0.0013377480017478,inf,0.0152582465243026,0.209677419354839,0.0299904048723255,0.445250896057348,sensory,GS,5,8,13,104,94,198,4054.0,0.0318981525194347,829.178733096347,0.0065242401810998,inf,0.0080365138888724,0.142857142857143,0.0105613354875808,0.203463203463203
75,IL1DL,sensory,GS,6,6,12,56,29,85,567.0,0.0073102808076119,75.8738867203723,0.0009782353049221,inf,0.0225458587921663,0.2578125,0.0251339845805494,0.309895833333333,sensory,GS,6,2,8,27,37,64,297.0,0.0023368898121046,114.28217506272,0.0008992082512095,inf,0.0069332910946135,0.214285714285714,0.0069665050197578,0.208333333333333
76,IL1DR,sensory,GS,11,10,21,64,95,159,867.0,0.0111781542507929,480.239112984367,0.00619168037163,inf,0.0250068198026976,0.396039603960396,0.044001456068101,0.475711382113821,sensory,GS,2,3,5,20,37,57,13.0,0.0001022881062537,4.93875209018309,3.88596614278089e-05,inf,0.0072453482118288,0.15,0.0072453482118288,0.15
